OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
123,62a42cb,02/11/2005 09:00:00 AM,Friday,Feb,11,2005,9,5,24,2006,GRAND LARCENY,FELONY,H,18,MANHATTAN,N.Y. POLICE DEPT,989136,219061,"(40.7679551100001, -73.982362342)"
124,8ebd8e67,02/11/2005 09:45:00 AM,Friday,Feb,11,2005,9,2,11,2006,GRAND LARCENY,FELONY,D,13,MANHATTAN,N.Y. POLICE DEPT,989179,208921,"(40.740123356, -73.9822145379999)"
125,32f1cf97,02/11/2005 12:00:00 PM,Friday,Feb,11,2005,12,4,7,2008,GRAND LARCENY,FELONY,A,104,QUEENS,N.Y. POLICE DEPT,1014135,194090,"(40.6993667400001, -73.8922236029999)"
126,9539193f,02/22/2005 12:01:00 AM,Tuesday,Feb,22,2005,0,2,1,2006,GRAND LARCENY,FELONY,C,49,BRONX,N.Y. POLICE DEPT,1027722,249639,"(40.8517775820001, -73.8428639109999)"
127,46b1e977,02/22/2005 06:00:00 PM,Tuesday,Feb,22,2005,18,6,26,2006,GRAND LARCENY,FELONY,D,47,BRONX,N.Y. POLICE DEPT,1029061,258479,"(40.876033976, -73.837964754)"
128,c5b25cb4,03/17/2005 09:00:00 AM,Thursday,Mar,17,2005,9,9,14,2007,GRAND LARCENY,FELONY,D,110,QUEENS,N.Y. POLICE DEPT,1017570,209659,"(40.7420875920001, -73.879758496)"
129,eab17d4d,03/17/2005 09:00:00 AM,Thursday,Mar,17,2005,9,7,25,2007,GRAND LARCENY,FELONY,,111,QUEENS,N.Y. POLICE DEPT,1048565,216315,"(40.760185479, -73.767842585)"
130,f6e7f837,03/23/2005 11:00:00 AM,Wednesday,Mar,23,2005,11,3,25,2006,GRAND LARCENY,FELONY,G,78,BROOKLYN,N.Y. POLICE DEPT,991321,183157,"(40.6694057810001, -73.9745119139999)"
131,42945c48,03/23/2005 03:30:00 PM,Wednesday,Mar,23,2005,15,5,1,2006,RAPE,FELONY,R,120,STATEN ISLAND,N.Y. POLICE DEPT,962748,174174,"(40.644726131, -74.0774831589999)"
132,86e0d2cc,03/23/2005 06:00:00 PM,Wednesday,Mar,23,2005,18,1,25,2006,GRAND LARCENY,FELONY,A,62,BROOKLYN,N.Y. POLICE DEPT,990993,160578,"(40.607431498, -73.9757168479999)"
133,be23bd24,04/20/2005 06:55:00 AM,Wednesday,Apr,20,2005,6,4,20,2008,BURGLARY,FELONY,J,75,BROOKLYN,N.Y. POLICE DEPT,1012799,178310,"(40.65605864, -73.8971086179999)"
134,dc8bded7,04/20/2005 08:00:00 AM,Wednesday,Apr,20,2005,8,8,30,2006,GRAND LARCENY,FELONY,B,60,BROOKLYN,N.Y. POLICE DEPT,993505,148828,"(40.57517783, -73.966686094)"
135,1547ab10,04/20/2005 09:30:00 AM,Wednesday,Apr,20,2005,9,1,4,2006,GRAND LARCENY,FELONY,4,42,BRONX,N.Y. POLICE DEPT,1010207,241776,"(40.8302648110001, -73.906205469)"
136,23b146d6,04/20/2005 04:00:00 PM,Wednesday,Apr,20,2005,16,1,20,2006,GRAND LARCENY,FELONY,B,120,STATEN ISLAND,N.Y. POLICE DEPT,962289,163485,"(40.6153859610001, -74.079102366)"
137,340cb2ac,04/20/2005 06:40:00 PM,Wednesday,Apr,20,2005,18,4,20,2006,FELONY ASSAULT,FELONY,R,79,BROOKLYN,N.Y. POLICE DEPT,995365,193262,"(40.6971375530001, -73.9599174429999)"
138,3f318a68,05/06/2005 03:30:00 PM,Friday,May,6,2005,15,1,26,2006,FELONY ASSAULT,FELONY,B,67,BROOKLYN,N.Y. POLICE DEPT,998117,174621,"(40.6459682990001, -73.950031258)"
139,2a15ca01,05/06/2005 06:45:00 PM,Friday,May,6,2005,18,5,6,2008,ROBBERY,FELONY,C,42,BRONX,N.Y. POLICE DEPT,1011930,244473,"(40.837662063, -73.899968261)"
140,61ee99cc,06/27/2005 12:00:00 AM,Monday,Jun,27,2005,0,1,4,2006,GRAND LARCENY,FELONY,C,88,BROOKLYN,N.Y. POLICE DEPT,993656,191325,"(40.691822917, -73.966083311)"
141,3727c754,06/27/2005 12:01:00 AM,Monday,Jun,27,2005,0,1,4,2006,GRAND LARCENY,FELONY,J,19,MANHATTAN,N.Y. POLICE DEPT,999151,221831,"(40.7755468300001, -73.946200728)"
142,df783b5e,06/27/2005 12:01:00 AM,Monday,Jun,27,2005,0,8,7,2006,GRAND LARCENY,FELONY,F,90,BROOKLYN,N.Y. POLICE DEPT,997843,196573,"(40.7062220130001, -73.950974356)"
143,527cfa88,06/27/2005 09:00:00 AM,Monday,Jun,27,2005,9,4,22,2008,GRAND LARCENY,FELONY,P,113,QUEENS,N.Y. POLICE DEPT,1048999,194277,"(40.6996935970001, -73.766488035)"
144,25428fee,06/27/2005 09:00:00 AM,Monday,Jun,27,2005,9,3,6,2006,GRAND LARCENY,FELONY,Q,109,QUEENS,N.Y. POLICE DEPT,1030101,224098,"(40.7816627820001, -73.834439086)"
145,197a13b3,06/27/2005 10:30:00 PM,Monday,Jun,27,2005,22,1,19,2006,GRAND LARCENY,FELONY,M,104,QUEENS,N.Y. POLICE DEPT,1019375,197765,"(40.709434495, -73.873306821)"
146,1fa79db9,07/08/2005 08:00:00 AM,Friday,Jul,8,2005,8,7,13,2007,GRAND LARCENY,FELONY,N,46,BRONX,N.Y. POLICE DEPT,1007021,250367,"(40.853853379, -73.917688948)"
147,e7b5eafd,07/08/2005 01:15:00 PM,Friday,Jul,8,2005,13,7,10,2006,GRAND LARCENY,FELONY,I,77,BROOKLYN,N.Y. POLICE DEPT,1001438,183081,"(40.6691833190001, -73.938042369)"
148,98959643,07/08/2005 05:00:00 PM,Friday,Jul,8,2005,17,3,20,2006,GRAND LARCENY,FELONY,E,17,MANHATTAN,N.Y. POLICE DEPT,991876,214311,"(40.75491564, -73.9724759659999)"
149,5321fabd,07/21/2005 12:01:00 AM,Thursday,Jul,21,2005,0,7,22,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,4,44,BRONX,N.Y. POLICE DEPT,1007233,246156,"(40.8422948790001, -73.916937046)"
150,d5b794a4,07/21/2005 12:00:00 PM,Thursday,Jul,21,2005,12,8,24,2007,GRAND LARCENY,FELONY,E,109,QUEENS,N.Y. POLICE DEPT,1031412,214830,"(40.7562176760001, -73.82977027)"
151,a1af29d7,07/25/2005 10:30:00 AM,Monday,Jul,25,2005,10,7,25,2006,GRAND LARCENY,FELONY,I,113,QUEENS,N.Y. POLICE DEPT,1046410,189889,"(40.6876681540001, -73.775865559)"
152,43e0a3c1,07/25/2005 03:00:00 PM,Monday,Jul,25,2005,15,1,5,2006,GRAND LARCENY,FELONY,M,46,BRONX,N.Y. POLICE DEPT,1005303,248396,"(40.848447832, -73.923905353)"
153,9e6b7107,07/25/2005 05:00:00 PM,Monday,Jul,25,2005,17,7,26,2006,GRAND LARCENY,FELONY,H,14,MANHATTAN,N.Y. POLICE DEPT,986821,215621,"(40.7585141710001, -73.9907211139999)"
154,4a9ca891,07/25/2005 07:00:00 PM,Monday,Jul,25,2005,19,7,26,2007,GRAND LARCENY,FELONY,B,110,QUEENS,N.Y. POLICE DEPT,1016239,208611,"(40.7392160090001, -73.884566696)"
155,7ab6a444,07/30/2005 12:00:00 AM,Saturday,Jul,30,2005,0,12,4,2006,GRAND LARCENY,FELONY,F,7,MANHATTAN,N.Y. POLICE DEPT,989672,199450,"(40.714127476, -73.980443115)"
156,f9093771,07/30/2005 12:01:00 AM,Saturday,Jul,30,2005,0,2,11,2006,GRAND LARCENY,FELONY,C,114,QUEENS,N.Y. POLICE DEPT,1006654,215247,"(40.757459628, -73.919132771)"
157,eb7c566,09/05/2005 12:01:00 AM,Monday,Sep,5,2005,0,5,11,2006,BURGLARY,FELONY,A,48,BRONX,N.Y. POLICE DEPT,1015220,251800,"(40.857761581, -73.8880446479999)"
158,4b86d103,09/05/2005 09:00:00 AM,Monday,Sep,5,2005,9,1,4,2006,GRAND LARCENY,FELONY,B,10,MANHATTAN,N.Y. POLICE DEPT,985447,211285,"(40.74661324, -73.9956815049999)"
159,d64dfa49,09/05/2005 09:00:00 AM,Monday,Sep,5,2005,9,3,12,2008,GRAND LARCENY,FELONY,F,46,BRONX,N.Y. POLICE DEPT,1010565,249947,"(40.852690753, -73.904879772)"
160,c1a24ffb,09/05/2005 09:00:00 AM,Monday,Sep,5,2005,9,5,8,2006,GRAND LARCENY,FELONY,J,45,BRONX,N.Y. POLICE DEPT,1030424,258450,"(40.8759473550001, -73.833036352)"
161,d4d330df,09/05/2005 12:00:00 PM,Monday,Sep,5,2005,12,3,6,2006,GRAND LARCENY,FELONY,G,122,STATEN ISLAND,N.Y. POLICE DEPT,959799,154614,"(40.5910303580001, -74.088038932)"
162,24200af8,09/05/2005 12:00:00 PM,Monday,Sep,5,2005,12,1,17,2008,RAPE,FELONY,J,43,BRONX,N.Y. POLICE DEPT,1020316,239179,"(40.823101299, -73.8696904609999)"
163,8a97e60e,09/05/2005 01:00:00 PM,Monday,Sep,5,2005,13,7,20,2007,GRAND LARCENY,FELONY,C,81,BROOKLYN,N.Y. POLICE DEPT,1001383,191174,"(40.691396872, -73.9382200589999)"
164,8e2652ce,09/05/2005 05:00:00 PM,Monday,Sep,5,2005,17,4,4,2006,GRAND LARCENY,FELONY,N,19,MANHATTAN,N.Y. POLICE DEPT,994767,217228,"(40.762919094, -73.9620365549999)"
165,c27c9f82,09/07/2005 03:30:00 AM,Wednesday,Sep,7,2005,3,9,7,2007,FELONY ASSAULT,FELONY,J,24,MANHATTAN,N.Y. POLICE DEPT,991600,229372,"(40.7962543680001, -73.973455697)"
166,70f373b8,09/07/2005 07:00:00 AM,Wednesday,Sep,7,2005,7,5,7,2007,GRAND LARCENY,FELONY,E,84,BROOKLYN,N.Y. POLICE DEPT,987424,190923,"(40.690723948, -73.9885561569999)"
167,2978116e,09/07/2005 08:45:00 AM,Wednesday,Sep,7,2005,8,1,25,2006,GRAND LARCENY,FELONY,M,108,QUEENS,N.Y. POLICE DEPT,1011125,209076,"(40.7405093350001, -73.903019082)"
168,2d1c4064,09/07/2005 09:00:00 AM,Wednesday,Sep,7,2005,9,3,28,2006,GRAND LARCENY,FELONY,B,17,MANHATTAN,N.Y. POLICE DEPT,990090,211089,"(40.7460734220001, -73.978925198)"
169,58818f1d,09/07/2005 09:00:00 AM,Wednesday,Sep,7,2005,9,9,26,2006,GRAND LARCENY,FELONY,E,32,MANHATTAN,N.Y. POLICE DEPT,1001402,236367,"(40.8154401260001, -73.938036272)"
170,f388098f,09/07/2005 09:30:00 AM,Wednesday,Sep,7,2005,9,1,7,2006,GRAND LARCENY,FELONY,A,112,QUEENS,N.Y. POLICE DEPT,1027428,201617,"(40.719971668, -73.8442352869999)"
171,cff03e41,09/07/2005 12:00:00 PM,Wednesday,Sep,7,2005,12,6,12,2008,GRAND LARCENY,FELONY,I,46,BRONX,N.Y. POLICE DEPT,1007469,247733,"(40.8466226640001, -73.9160786419999)"
172,eadacd0a,09/07/2005 05:00:00 PM,Wednesday,Sep,7,2005,17,9,24,2006,GRAND LARCENY,FELONY,J,40,BRONX,N.Y. POLICE DEPT,1003326,234837,"(40.8112367580001, -73.931089772)"
173,1801ba81,10/13/2005 12:05:00 AM,Thursday,Oct,13,2005,0,7,13,2006,GRAND LARCENY,FELONY,B,14,MANHATTAN,N.Y. POLICE DEPT,990247,212954,"(40.7511922730001, -73.978356931)"
174,59e7c74b,10/13/2005 09:00:00 AM,Thursday,Oct,13,2005,9,1,12,2006,GRAND LARCENY,FELONY,G,66,BROOKLYN,N.Y. POLICE DEPT,991121,173160,"(40.641966358, -73.9752430569999)"
175,61becfbb,10/13/2005 09:00:00 AM,Thursday,Oct,13,2005,9,9,25,2007,GRAND LARCENY,FELONY,C,113,QUEENS,N.Y. POLICE DEPT,1048712,184562,"(40.6730303310001, -73.7676160249999)"
176,3802ff80,10/13/2005 09:00:00 AM,Thursday,Oct,13,2005,9,2,9,2006,GRAND LARCENY,FELONY,D,14,MANHATTAN,N.Y. POLICE DEPT,988465,212894,"(40.7510286180001, -73.9847886059999)"
177,985b2f03,10/13/2005 12:00:00 PM,Thursday,Oct,13,2005,12,3,9,2006,GRAND LARCENY,FELONY,H,78,BROOKLYN,N.Y. POLICE DEPT,990206,181403,"(40.6645922610001, -73.9785328139999)"
178,d0d8c064,10/13/2005 12:00:00 PM,Thursday,Oct,13,2005,12,1,7,2006,GRAND LARCENY,FELONY,G,14,MANHATTAN,N.Y. POLICE DEPT,986175,214456,"(40.7553167070001, -73.993053262)"
179,1f646245,10/13/2005 03:00:00 PM,Thursday,Oct,13,2005,15,10,13,2006,ROBBERY,FELONY,A,62,BROOKLYN,N.Y. POLICE DEPT,989404,162915,"(40.61384715, -73.981437773)"
180,f1b1b1e3,10/15/2005 12:00:00 AM,Saturday,Oct,15,2005,0,12,2,2008,GRAND LARCENY,FELONY,H,109,QUEENS,N.Y. POLICE DEPT,1040696,214320,"(40.754763466, -73.796264077)"
181,c63a02a8,10/15/2005 12:25:00 AM,Saturday,Oct,15,2005,0,6,12,2007,GRAND LARCENY,FELONY,A,70,BROOKLYN,N.Y. POLICE DEPT,996336,165025,"(40.6196319200001, -73.956466333)"
182,92c6c6aa,10/15/2005 09:00:00 AM,Saturday,Oct,15,2005,9,7,20,2006,GRAND LARCENY,FELONY,D,75,BROOKLYN,N.Y. POLICE DEPT,1019837,188427,"(40.6838020330001, -73.871689741)"
183,52614bc3,10/15/2005 09:00:00 AM,Saturday,Oct,15,2005,9,1,4,2006,GRAND LARCENY,FELONY,H,41,BRONX,N.Y. POLICE DEPT,1014898,240241,"(40.826036645, -73.8892615029999)"
184,3d2287b9,10/15/2005 10:00:00 AM,Saturday,Oct,15,2005,10,9,19,2006,GRAND LARCENY,FELONY,D,68,BROOKLYN,N.Y. POLICE DEPT,976553,165678,"(40.621429167, -74.0277276319999)"
185,c6232288,10/15/2005 11:00:00 AM,Saturday,Oct,15,2005,11,5,10,2006,BURGLARY,FELONY,H,18,MANHATTAN,N.Y. POLICE DEPT,988600,218831,"(40.7673241000001, -73.984297521)"
186,9cbf7ee3,10/15/2005 12:00:00 PM,Saturday,Oct,15,2005,12,1,28,2007,GRAND LARCENY,FELONY,K,122,STATEN ISLAND,N.Y. POLICE DEPT,945436,145209,"(40.565164252, -74.139699815)"
187,97b2ffb1,10/15/2005 02:35:00 PM,Saturday,Oct,15,2005,14,2,8,2006,FELONY ASSAULT,FELONY,A,41,BRONX,DEPT OF CORRECTIONS,1016268,227533,"(40.7911518670001, -73.884371919)"
188,dcdaf10f,10/15/2005 03:00:00 PM,Saturday,Oct,15,2005,15,2,16,2006,GRAND LARCENY,FELONY,C,40,BRONX,N.Y. HOUSING POLICE,1009374,235406,"(40.812783376, -73.9092393729999)"
189,a821b6a4,10/15/2005 05:00:00 PM,Saturday,Oct,15,2005,17,1,12,2006,GRAND LARCENY,FELONY,C,70,BROOKLYN,N.Y. POLICE DEPT,995030,166613,"(40.623992335, -73.961168153)"
190,afb62ce9,10/15/2005 05:00:00 PM,Saturday,Oct,15,2005,17,5,12,2006,ROBBERY,FELONY,A,14,MANHATTAN,N.Y. POLICE DEPT,988774,211352,"(40.746796062, -73.983674396)"
191,c4e32612,10/15/2005 06:00:00 PM,Saturday,Oct,15,2005,18,1,29,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,102,QUEENS,N.Y. POLICE DEPT,1034822,192762,"(40.695627657, -73.817627748)"
192,e6a2fea7,10/15/2005 06:00:00 PM,Saturday,Oct,15,2005,18,2,24,2006,RAPE,FELONY,A,33,MANHATTAN,N.Y. POLICE DEPT,1001936,245282,"(40.8399082010001, -73.936083587)"
193,aaa0d95,11/17/2005 12:35:00 AM,Thursday,Nov,17,2005,0,1,20,2006,BURGLARY,FELONY,A,26,MANHATTAN,N.Y. POLICE DEPT,997374,234664,"(40.8107727670001, -73.9525915899999)"
194,bd266b58,11/17/2005 08:00:00 AM,Thursday,Nov,17,2005,8,5,9,2006,GRAND LARCENY,FELONY,E,52,BRONX,N.Y. POLICE DEPT,1017542,255919,"(40.8690585320001, -73.8796301479999)"
195,241698d3,11/17/2005 11:00:00 AM,Thursday,Nov,17,2005,11,3,7,2006,GRAND LARCENY,FELONY,D,111,QUEENS,N.Y. POLICE DEPT,1045359,212193,"(40.74889441, -73.779452744)"
196,9c5b90b0,11/17/2005 12:00:00 PM,Thursday,Nov,17,2005,12,9,10,2007,GRAND LARCENY,FELONY,H,6,MANHATTAN,N.Y. POLICE DEPT,982301,204920,"(40.7291427530001, -74.0070334979999)"
197,80989d00,11/17/2005 12:00:00 PM,Thursday,Nov,17,2005,12,4,5,2006,GRAND LARCENY,FELONY,A,19,MANHATTAN,N.Y. POLICE DEPT,992855,217094,"(40.7625533660001, -73.9689387779999)"
198,b43a4d43,11/17/2005 05:05:00 PM,Thursday,Nov,17,2005,17,1,18,2006,ROBBERY,FELONY,F,73,BROOKLYN,N.Y. POLICE DEPT,1006607,181848,"(40.6657874650001, -73.9194133249999)"
199,32897d9b,11/17/2005 10:27:00 PM,Thursday,Nov,17,2005,22,3,10,2006,GRAND LARCENY,FELONY,D,77,BROOKLYN,N.Y. POLICE DEPT,996283,183521,"(40.670399527, -73.956624257)"
200,dec59718,11/19/2005 12:01:00 AM,Saturday,Nov,19,2005,0,1,2,2006,GRAND LARCENY,FELONY,I,105,QUEENS,N.Y. POLICE DEPT,1054383,198458,"(40.711128381, -73.747027518)"
201,40719515,11/19/2005 01:30:00 AM,Saturday,Nov,19,2005,1,2,10,2006,RAPE,FELONY,E,49,BRONX,N.Y. POLICE DEPT,1027295,251236,"(40.856162957, -73.844397124)"
202,dec3a2c1,11/19/2005 03:00:00 AM,Saturday,Nov,19,2005,3,1,12,2006,GRAND LARCENY,FELONY,B,90,BROOKLYN,N.Y. POLICE DEPT,995964,199492,"(40.7142366630001, -73.9577464349999)"
203,bfed5a65,11/19/2005 07:00:00 AM,Saturday,Nov,19,2005,7,1,28,2008,GRAND LARCENY,FELONY,E,73,BROOKLYN,N.Y. POLICE DEPT,1009086,185715,"(40.6763949050001, -73.910463272)"
204,4de79434,11/19/2005 08:00:00 AM,Saturday,Nov,19,2005,8,1,4,2006,GRAND LARCENY,FELONY,M,19,MANHATTAN,N.Y. POLICE DEPT,998455,224929,"(40.784051167, -73.948707117)"
205,93aecc92,11/19/2005 09:00:00 AM,Saturday,Nov,19,2005,9,1,19,2006,BURGLARY,FELONY,Q,109,QUEENS,N.Y. POLICE DEPT,1023820,224864,"(40.783795598, -73.857114456)"
206,a9ea41f1,11/19/2005 02:00:00 PM,Saturday,Nov,19,2005,14,4,22,2006,GRAND LARCENY,FELONY,K,19,MANHATTAN,N.Y. POLICE DEPT,999996,222430,"(40.7771894630001, -73.943148416)"
207,7f01eb43,11/19/2005 03:00:00 PM,Saturday,Nov,19,2005,15,2,20,2006,GRAND LARCENY,FELONY,7,76,BROOKLYN,N.Y. POLICE DEPT,981617,187112,"(40.680263799, -74.009494424)"
208,64560a32,11/21/2005 12:00:00 AM,Monday,Nov,21,2005,0,1,3,2006,GRAND LARCENY,FELONY,I,19,MANHATTAN,N.Y. POLICE DEPT,996526,221449,"(40.774502376, -73.955679103)"
209,c93033f3,11/21/2005 12:01:00 AM,Monday,Nov,21,2005,0,1,3,2006,GRAND LARCENY,FELONY,B,60,BROOKLYN,N.Y. POLICE DEPT,993505,148828,"(40.57517783, -73.966686094)"
210,9bd8487f,11/21/2005 12:01:00 AM,Monday,Nov,21,2005,0,5,4,2007,GRAND LARCENY,FELONY,E,84,BROOKLYN,N.Y. POLICE DEPT,987424,190923,"(40.690723948, -73.9885561569999)"
211,70c13927,11/21/2005 12:01:00 AM,Monday,Nov,21,2005,0,2,20,2006,GRAND LARCENY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,989361,214512,"(40.7554691460001, -73.98155352)"
212,4b70a3fb,11/21/2005 12:01:00 AM,Monday,Nov,21,2005,0,8,16,2006,GRAND LARCENY,FELONY,N,109,QUEENS,N.Y. POLICE DEPT,1032828,221637,"(40.7748934320001, -73.82461004)"
213,ff4bab64,11/21/2005 07:15:00 AM,Monday,Nov,21,2005,7,11,30,2006,BURGLARY,FELONY,G,50,BRONX,N.Y. POLICE DEPT,1007829,261111,"(40.8833402540001, -73.914730391)"
214,afc6459b,11/21/2005 09:00:00 AM,Monday,Nov,21,2005,9,12,12,2008,GRAND LARCENY,FELONY,A,81,BROOKLYN,N.Y. POLICE DEPT,1002416,192559,"(40.6951963170001, -73.934491339)"
215,6cd43756,11/21/2005 10:00:00 AM,Monday,Nov,21,2005,10,6,1,2006,GRAND LARCENY,FELONY,C,67,BROOKLYN,N.Y. POLICE DEPT,998722,173865,"(40.6438922740001, -73.947852744)"
216,c27ea81a,11/21/2005 10:55:00 AM,Monday,Nov,21,2005,10,2,2,2006,GRAND LARCENY,FELONY,D,19,MANHATTAN,N.Y. POLICE DEPT,997062,223149,"(40.7791676680001, -73.953740642)"
217,f321db79,11/21/2005 11:30:00 AM,Monday,Nov,21,2005,11,1,30,2006,BURGLARY,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1022980,214849,"(40.756310781, -73.860205397)"
218,3b4a1ec9,11/21/2005 12:00:00 PM,Monday,Nov,21,2005,12,1,8,2006,RAPE,FELONY,A,76,BROOKLYN,N.Y. POLICE DEPT,984160,188429,"(40.6838790570001, -74.000325948)"
219,3e9ee799,11/21/2005 04:35:00 PM,Monday,Nov,21,2005,16,1,18,2006,GRAND LARCENY,FELONY,C,14,MANHATTAN,N.Y. POLICE DEPT,986781,212761,"(40.750664208, -73.990866575)"
220,c44c5537,11/21/2005 05:00:00 PM,Monday,Nov,21,2005,17,1,10,2006,GRAND LARCENY,FELONY,B,14,MANHATTAN,N.Y. POLICE DEPT,990191,213904,"(40.753799821, -73.978558209)"
221,fbb1de61,11/21/2005 05:51:00 PM,Monday,Nov,21,2005,17,1,6,2006,GRAND LARCENY,FELONY,A,34,MANHATTAN,N.Y. POLICE DEPT,1002413,248809,"(40.849587813, -73.9343501389999)"
222,a70f5e95,11/21/2005 06:00:00 PM,Monday,Nov,21,2005,18,2,24,2006,GRAND LARCENY,FELONY,A,100,QUEENS,N.Y. HOUSING POLICE,1039880,155193,"(40.5924787550001, -73.7996973469999)"
223,d9930a47,11/25/2005 12:00:00 AM,Friday,Nov,25,2005,0,1,12,2006,GRAND LARCENY,FELONY,J,19,MANHATTAN,N.Y. POLICE DEPT,997285,222086,"(40.7762496870001, -73.952937509)"
224,f3d8ad17,11/25/2005 01:00:00 AM,Friday,Nov,25,2005,1,4,10,2006,GRAND LARCENY,FELONY,H,14,MANHATTAN,N.Y. POLICE DEPT,986685,215375,"(40.7578390030001, -73.991212111)"
225,5023f2aa,11/25/2005 09:00:00 AM,Friday,Nov,25,2005,9,1,19,2006,GRAND LARCENY,FELONY,,120,STATEN ISLAND,N.Y. POLICE DEPT,967930,156811,"(40.5970793830001, -74.058768029)"
226,3fc8a77a,11/25/2005 09:00:00 AM,Friday,Nov,25,2005,9,6,10,2006,GRAND LARCENY,FELONY,C,83,BROOKLYN,N.Y. POLICE DEPT,1007898,191038,"(40.6910085750001, -73.914727539)"
227,f522d5a9,11/25/2005 10:10:00 AM,Friday,Nov,25,2005,10,1,19,2006,GRAND LARCENY,FELONY,D,17,MANHATTAN,N.Y. POLICE DEPT,992156,213561,"(40.752856835, -73.97146621)"
228,d52f08d,11/25/2005 12:00:00 PM,Friday,Nov,25,2005,12,1,18,2006,GRAND LARCENY,FELONY,F,14,MANHATTAN,N.Y. POLICE DEPT,985207,213635,"(40.753063427, -73.9965473239999)"
229,e6a9c6f0,11/25/2005 12:00:00 PM,Friday,Nov,25,2005,12,1,14,2006,GRAND LARCENY,FELONY,J,50,BRONX,N.Y. POLICE DEPT,1009730,270752,"(40.90979643, -73.907818933)"
230,38b0ff68,11/25/2005 12:30:00 PM,Friday,Nov,25,2005,12,1,28,2006,GRAND LARCENY,FELONY,A,69,BROOKLYN,N.Y. POLICE DEPT,1008009,172020,"(40.638808102, -73.914394294)"
231,10155ab1,11/25/2005 01:00:00 PM,Friday,Nov,25,2005,13,5,7,2006,GRAND LARCENY,FELONY,H,73,BROOKLYN,N.Y. HOUSING POLICE,1010535,183093,"(40.669193922, -73.9052495989999)"
232,64205b69,11/25/2005 01:30:00 PM,Friday,Nov,25,2005,13,1,24,2006,FELONY ASSAULT,FELONY,A,41,BRONX,DEPT OF CORRECTIONS,1016268,227533,"(40.7911518670001, -73.884371919)"
233,9344c944,11/25/2005 03:00:00 PM,Friday,Nov,25,2005,15,3,21,2006,RAPE,FELONY,A,30,MANHATTAN,N.Y. POLICE DEPT,999794,241252,"(40.8288510450001, -73.943834191)"
234,3b34d2c1,11/25/2005 03:47:00 PM,Friday,Nov,25,2005,15,5,2,2006,GRAND LARCENY,FELONY,B,10,MANHATTAN,N.Y. POLICE DEPT,985447,211285,"(40.74661324, -73.9956815049999)"
235,846e517c,11/25/2005 06:00:00 PM,Friday,Nov,25,2005,18,1,18,2006,GRAND LARCENY,FELONY,I,81,BROOKLYN,N.Y. POLICE DEPT,1006435,188117,"(40.682994889, -73.920012683)"
236,dff187b5,11/25/2005 08:00:00 PM,Friday,Nov,25,2005,20,1,12,2006,GRAND LARCENY,FELONY,C,70,BROOKLYN,N.Y. POLICE DEPT,995030,166613,"(40.623992335, -73.961168153)"
237,d07b6db1,11/25/2005 11:00:00 PM,Friday,Nov,25,2005,23,1,2,2006,ROBBERY,FELONY,J,67,BROOKLYN,N.Y. POLICE DEPT,1005769,161830,"(40.610844419, -73.9224978199999)"
238,e05f3ab,12/09/2005 12:00:00 AM,Friday,Dec,9,2005,0,1,9,2006,GRAND LARCENY,FELONY,K,107,QUEENS,N.Y. POLICE DEPT,1037935,205077,"(40.7294109870001, -73.806303424)"
239,e7b8519f,12/09/2005 12:00:00 AM,Friday,Dec,9,2005,0,1,22,2006,GRAND LARCENY,FELONY,H,114,QUEENS,N.Y. POLICE DEPT,1009244,223653,"(40.7805249630001, -73.909752748)"
240,636f5b1d,12/09/2005 12:01:00 AM,Friday,Dec,9,2005,0,2,17,2006,GRAND LARCENY,FELONY,J,111,QUEENS,N.Y. POLICE DEPT,1048683,218709,"(40.766755511, -73.767393693)"
241,b5f57f84,12/09/2005 12:01:00 AM,Friday,Dec,9,2005,0,1,3,2006,GRAND LARCENY,FELONY,E,32,MANHATTAN,N.Y. POLICE DEPT,1001347,237142,"(40.8175673900001, -73.9382329969999)"
242,bf27f692,12/09/2005 12:01:00 AM,Friday,Dec,9,2005,0,1,9,2006,GRAND LARCENY,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1020255,210816,"(40.7452527410001, -73.87006287)"
243,c4600439,12/09/2005 08:00:00 AM,Friday,Dec,9,2005,8,10,12,2006,GRAND LARCENY,FELONY,A,103,QUEENS,N.Y. POLICE DEPT,1037868,195971,"(40.704417662, -73.806617692)"
244,efc33d51,12/09/2005 08:00:00 AM,Friday,Dec,9,2005,8,2,2,2006,GRAND LARCENY,FELONY,D,14,MANHATTAN,N.Y. POLICE DEPT,987956,213029,"(40.7513993860001, -73.986625622)"
245,be8c6e97,12/09/2005 09:00:00 AM,Friday,Dec,9,2005,9,8,28,2007,GRAND LARCENY,FELONY,J,75,BROOKLYN,N.Y. HOUSING POLICE,1016133,178623,"(40.6569063800001, -73.885091156)"
